gene,score,label
TMEM128,0.008266667,2
DUS4L,0.008253333,2
C3ORF58,0.00824,2
MUL1,0.00824,2
N4BP2L2,0.00824,2
CUTC,0.00824,2
DHDH,0.008226667,2
PDZD2,0.008226667,2
ZNF827,0.008226667,2
CCDC91,0.008213333,2
WDR59,0.008213333,2
MYO1A,0.008213333,2
RWDD4,0.0082,0
COL21A1,0.0082,0
HCAR3,0.0082,2
TMEM57,0.0082,2
MRPL55,0.008186667,2
MUC6,0.008173333,2
AP1G2,0.008173333,2
IDO2,0.008173333,2
LUZP4,0.00816,2
TRAPPC6B,0.00816,2
UBAC2,0.00816,2
LYPD2,0.00816,2
PLB1,0.00816,2
MTX3,0.008146667,2
USP36,0.008146667,2
TM2D3,0.008146667,2
OR14J1,0.008146667,2
MED19,0.008146667,2
CCDC177,0.008133333,0
WDR53,0.008133333,0
PRDM12,0.008133333,2
COQ10A,0.008133333,2
USP29,0.00812,2
JAGN1,0.00812,2
HHIPL1,0.00812,2
RASA4B,0.00812,2
CBLN4,0.00812,2
BDH1,0.008106667,2
LMAN2L,0.008106667,2
TMEM8C,0.008106667,2
GANC,0.008106667,2
RPP38,0.008106667,2
OR1N1,0.008093333,2
TAAR8,0.008093333,2
RIMKLB,0.00808,2
NCKAP5L,0.00808,2
DMRTB1,0.00808,2
FAM98C,0.008066667,0
TTC39C,0.008066667,0
MYH7B,0.008066667,0
C16ORF74,0.008066667,0
HKDC1,0.008066667,2
ZCCHC8,0.008066667,2
KIAA1524,0.008066667,2
DNAJC9,0.008066667,2
CDKN2AIPNL,0.008066667,2
DEFA6,0.008066667,2
UCKL1,0.008066667,2
ENTHD2,0.008066667,0
DBR1,0.008053333,2
STK17A,0.008053333,2
HSPE1,0.00804,2
URI1,0.00804,2
TSPAN17,0.00804,2
SCGB3A2,0.008026667,2
CLSTN2,0.008026667,2
FDXR,0.008026667,2
PALM2,0.008026667,2
GPRIN1,0.008013333,2
LSM7,0.008013333,2
FAM71D,0.008,0
LURAP1L,0.008,0
FAM110B,0.008,0
ZCWPW2,0.008,0
C17ORF75,0.008,0
SPATA18,0.008,2
GPR31,0.008,2
DCP2,0.007986667,2
DRGX,0.007986667,2
SIDT1,0.007986667,2
MT4,0.007973333,2
NOP14,0.007973333,2
WDR60,0.007973333,2
PIGX,0.007973333,2
ENOX1,0.007973333,2
SERPINA11,0.007973333,2
ZCCHC4,0.00796,2
COG3,0.00796,2
KLF14,0.00796,2
INTS5,0.00796,2
ZNF747,0.00796,2
TMEM127,0.007946667,2
HRASLS5,0.007946667,2
SLC25A6,0.007946667,2
FAM110A,0.007933333,0
ZNF627,0.007933333,2
PRPF38A,0.007933333,2
CHTOP,0.007933333,2
PLCXD3,0.00792,2
TXNL4B,0.00792,2
TMEM121,0.00792,2
AGK,0.00792,2
MITD1,0.00792,2
UNC5CL,0.00792,2
DDX3Y,0.00792,2
DZIP1L,0.007906667,2
FBXO25,0.007906667,2
ANKZF1,0.007906667,2
SLC7A14,0.007893333,2
HEMK1,0.007893333,2
PBX4,0.007893333,2
ZNF552,0.007893333,2
SNX11,0.007893333,2
GPC5,0.007893333,2
LZTFL1,0.00788,2
ZNF780B,0.00788,2
ZBTB39,0.00788,2
NSUN4,0.00788,2
CHAC1,0.00788,2
FAM89B,0.00788,2
TMEM229A,0.007866667,0
ANKRD35,0.007866667,0
UBALD2,0.007866667,0
TMEM88B,0.007866667,0
OR52N4,0.007866667,2
GPT2,0.007866667,2
NLRP14,0.007866667,2
WBSCR27,0.007866667,0
RTKN2,0.007866667,2
MPHOSPH10,0.007853333,2
SPATA5,0.00784,2
TVP23B,0.00784,2
SLC39A9,0.007826667,2
DOK5,0.007826667,2
TNRC6C,0.007826667,2
SOGA1,0.007826667,2
KRTAP5-8,0.007826667,2
CELF3,0.007826667,2
C1ORF170,0.007826667,2
OR6B1,0.007813333,2
PCDHA1,0.007813333,2
SYDE2,0.007813333,2
FAM53C,0.0078,0
IQCF3,0.0078,0
C5ORF47,0.0078,0
LSM12,0.0078,0
LRRC63,0.0078,0
LRRC10B,0.0078,0
CDR1,0.0078,0
ANKRD42,0.0078,0
KLHL17,0.0078,2
MORC2,0.0078,2
TMEM178A,0.0078,2
C16ORF62,0.007786667,2
CASP5,0.007786667,2
GRP,0.007786667,2
ZNF157,0.007773333,2
FHOD3,0.007773333,2
TFDP3,0.007773333,2
FUT9,0.007773333,2
FBXO44,0.007773333,2
MPLKIP,0.007773333,2
AFAP1L2,0.007773333,2
APOL5,0.00776,2
GORASP1,0.00776,2
CEP78,0.00776,2
DSN1,0.00776,2
RBMX2,0.00776,2
TSEN54,0.007746667,2
EMC4,0.007746667,2
FAM210B,0.007746667,2
POLR2J3,0.007746667,2
ZNF33B,0.007746667,2
SPAG11A,0.007733333,0
ANKRD61,0.007733333,0
GPATCH4,0.007733333,0
ERICH1,0.007733333,0
ZFAND4,0.007733333,0
ZC3H4,0.007733333,0
UBE2Z,0.007733333,2
YEATS4,0.007733333,2
DNTTIP2,0.007733333,2
BICD1,0.007733333,2
KCTD7,0.007733333,2
HELQ,0.00772,2
TMEM190,0.00772,2
TTC23L,0.007706667,2
UBE2E1,0.007706667,2
GTF2E2,0.007706667,2
ZNF692,0.007706667,2
COX19,0.007706667,2
RUFY1,0.007706667,2
AGBL2,0.007693333,2
INO80,0.007693333,2
UTP14C,0.00768,2
KCTD16,0.00768,2
ATP5S,0.00768,2
PPP1R26,0.00768,2
HINT3,0.007666667,0
NOL10,0.007666667,0
ZBTB8A,0.007666667,2
LSM3,0.007653333,2
AGGF1,0.007653333,2
CA10,0.007653333,2
OR2K2,0.007653333,2
CST4,0.007653333,2
FBXO22,0.007653333,2
METTL21A,0.00764,2
MURC,0.00764,2
SPRR2D,0.00764,2
MED27,0.00764,2
ZDHHC7,0.007626667,2
CEP72,0.007626667,2
NPAT,0.007626667,2
NUP62CL,0.007626667,2
GALNTL5,0.007626667,2
ZNF23,0.007626667,2
SPHKAP,0.007626667,2
DTD1,0.007626667,2
CEP192,0.007613333,2
FOXN2,0.007613333,2
KRTAP16-1,0.007613333,2
OR10H1,0.007613333,2
TRIM61,0.0076,0
FBRSL1,0.0076,0
CCDC15,0.0076,0
UBN2,0.0076,0
SIKE1,0.0076,0
GOLGA1,0.0076,0
DENND4B,0.0076,2
MIER3,0.0076,2
NMD3,0.0076,2
LCE3D,0.0076,2
37681,0.0076,2
DMKN,0.007586667,2
SUGT1,0.007586667,2
ACER3,0.007573333,2
FAM124A,0.007573333,2
CCDC13,0.007573333,2
PRKACG,0.007573333,2
DDX59,0.00756,2
FAM83A,0.00756,2
AGPHD1,0.00756,2
ATG2B,0.007546667,2
NAA20,0.007546667,2
CBX3,0.007546667,2
TSPY1,0.007546667,2
CCDC82,0.007533333,0
FAM160B2,0.007533333,0
CCDC18,0.007533333,0
FAM208B,0.007533333,0
FAM216A,0.007533333,0
BAALC,0.007533333,0
R3HDM2,0.007533333,0
TMCO5A,0.007533333,0
POLR2M,0.007533333,2
LYPLAL1,0.007533333,2
RBM8A,0.007533333,2
OR1F1,0.007533333,2
RHBDL2,0.00752,2
B3GALNT2,0.00752,2
UBE2D4,0.00752,2
ATP5I,0.00752,2
HIST2H2AA3,0.00752,2
HDHD3,0.00752,2
LENEP,0.007506667,2
FAM175B,0.007506667,2
OIP5,0.007506667,2
CHST5,0.007506667,2
BRIX1,0.007506667,2
ADAT3,0.007493333,2
ZDHHC20,0.007493333,2
OR5H1,0.007493333,2
RNF25,0.007493333,2
RIMKLA,0.00748,2
CXCL5,0.00748,2
CLTCL1,0.00748,2
FBXO33,0.00748,2
ZMAT1,0.00748,2
KIAA2026,0.007466667,0
FAM174A,0.007466667,0
ZNF500,0.007466667,2
ALG1,0.007466667,2
ACER2,0.007466667,2
KIAA1467,0.007466667,0
C14ORF80,0.007466667,0
OR2W1,0.007466667,2
DCPS,0.007466667,2
METTL10,0.007466667,2
ADGB,0.007453333,2
ATAT1,0.007453333,2
NPW,0.007453333,2
OR6Y1,0.00744,2
SCNN1D,0.00744,2
KIAA2018,0.00744,2
SLC36A2,0.007426667,2
COG8,0.007426667,2
USP35,0.007426667,2
CACUL1,0.007413333,2
TBCCD1,0.007413333,2
PPP1R14A,0.007413333,2
CYB5D1,0.0074,0
FAM166A,0.0074,0
ZFAND1,0.0074,0
ANKRD34C,0.0074,0
BOLA2,0.0074,2
DGCR14,0.0074,2
OR10G9,0.007386667,2
SLC45A4,0.007386667,2
FER,0.007386667,2
TMEM52B,0.007373333,2
MZB1,0.007373333,2
LACE1,0.007373333,2
WIPF2,0.007373333,2
TAS2R14,0.00736,2
SLC4A9,0.00736,2
PLEKHM1,0.00736,2
CMC4,0.007346667,2
EXD3,0.007346667,2
INS-IGF2,0.007346667,2
PTPLA,0.007346667,2
THYN1,0.007333333,0
GID8,0.007333333,0
RNF215,0.007333333,0
SLC4A1AP,0.007333333,0
FNDC8,0.007333333,0
GLIPR1L2,0.007333333,0
BEND3,0.007333333,2
PDRG1,0.007333333,2
GPS2,0.007333333,2
YEATS2,0.007333333,2
ZNF816,0.007333333,2
CEP57L1,0.00732,2
CCDC136,0.00732,2
TUT1,0.00732,2
TADA2A,0.00732,2
BTBD7,0.007306667,2
CDH20,0.007293333,2
ZKSCAN3,0.007293333,2
MT1M,0.007293333,2
B4GALT4,0.007293333,2
SLC10A7,0.007293333,2
CCL27,0.00728,2
GRTP1,0.00728,2
XKR6,0.007266667,0
RAPGEFL1,0.007266667,2
ZNF277,0.007266667,2
ANAPC7,0.007253333,2
OR51G1,0.007253333,2
SLC25A47,0.007253333,2
LYPD6B,0.007253333,2
AP4S1,0.007253333,2
PRELID2,0.00724,2
DEFB126,0.00724,2
THAP7,0.00724,2
CHMP4A,0.00724,2
VRTN,0.00724,2
ELFN1,0.00724,2
NOP58,0.007226667,2
WRAP73,0.007226667,2
OR5V1,0.007213333,2
ACOXL,0.007213333,2
RNF219,0.0072,0
FAM149B1,0.0072,0
GLOD5,0.0072,0
BCCIP,0.0072,2
ZNF273,0.0072,2
PDE4D,0.0072,2
ZNF814,0.0072,2
BAG5,0.007186667,2
CCL21,0.007186667,2
EXOSC3,0.007186667,2
ZNF267,0.007186667,2
PRDM11,0.007186667,2
SLC35F2,0.007186667,2
FRRS1L,0.007173333,2
TMEM199,0.007173333,2
GOLGB1,0.007173333,2
OR5K1,0.007173333,2
RPP40,0.007173333,2
MIS12,0.00716,2
FANCE,0.00716,2
DOK6,0.00716,2
SENP5,0.00716,2
GAL3ST2,0.00716,2
COL6A6,0.007146667,2
POLR3D,0.007146667,2
PGA4,0.007146667,2
PIGS,0.007146667,2
CFHR3,0.007133333,0
ANKRD37,0.007133333,0
CNTD2,0.007133333,0
LENG8,0.007133333,0
TRIM66,0.007133333,0
SERTAD4,0.007133333,0
C9ORF152,0.007133333,0
CCDC6,0.007133333,2
CHMP7,0.007133333,2
OR52M1,0.007133333,2
DZIP3,0.007133333,2
SNRNP27,0.007133333,2
ANAPC11,0.007133333,2
MVB12A,0.00712,2
ZFYVE1,0.00712,2
LRRC34,0.007106667,2
RPAIN,0.007093333,2
PLA2G12A,0.00708,2
PGM5,0.00708,2
NOSIP,0.00708,2
EDDM3B,0.007066667,0
TMEM19,0.007066667,0
NME1-NME2,0.007066667,0
ISM1,0.007066667,0
GAGE12F,0.007066667,0
CCDC85A,0.007066667,0
ANKS1B,0.007066667,2
WBSCR28,0.007066667,0
STXBP6,0.007066667,2
CCAR1,0.007066667,2
ZNF507,0.007066667,2
FAM135B,0.007066667,2
C1ORF123,0.007053333,2
TMEM126A,0.007053333,2
PRTFDC1,0.007053333,2
PIGY,0.007053333,2
SLC27A6,0.007053333,2
CCDC124,0.007053333,2
NCMAP,0.00704,2
ZBTB25,0.00704,2
CSGALNACT2,0.00704,2
C17ORF49,0.007026667,2
AGMO,0.007026667,2
CCDC79,0.007026667,2
UBXN7,0.007026667,2
SPIN4,0.007026667,2
ZNF729,0.007026667,2
ZNF286A,0.007026667,2
SPATA2,0.007013333,2
ANAPC16,0.007013333,2
TADA2B,0.007013333,2
THAP4,0.007013333,2
MAD2L1BP,0.007013333,2
RBM34,0.007,0
FAM45A,0.007,0
VWA8,0.007,0
UHRF1BP1L,0.007,0
DNAJB7,0.007,0
WFDC9,0.007,0
DCBLD1,0.007,0
OR2D3,0.007,2
NMRAL1,0.007,2
IFNW1,0.007,2
KIAA1958,0.006986667,2
VCX2,0.006986667,2
GCC2,0.006986667,2
VENTX,0.006986667,2
KANSL3,0.006986667,2
SART1,0.006986667,2
ACSF3,0.006973333,2
PPP1R3F,0.00696,2
C18ORF25,0.006946667,2
APOL4,0.006946667,2
PITPNM3,0.006946667,2
SLC26A10,0.006946667,2
C1ORF122,0.006933333,0
FILIP1,0.006933333,0
C1ORF174,0.006933333,0
CDADC1,0.006933333,0
MSANTD2,0.006933333,0
FAM201A,0.006933333,0
FAM106A,0.006933333,0
SLX4IP,0.006933333,0
MRGPRX2,0.006933333,2
IAH1,0.006933333,2
TSPYL5,0.006933333,2
DNLZ,0.00692,2
SGOL2,0.00692,2
H1FNT,0.00692,2
GPR119,0.006906667,2
SPICE1,0.006906667,2
RRP8,0.006893333,2
SLC35G1,0.00688,2
KLHL5,0.00688,2
PPP4R4,0.00688,2
ZNF654,0.00688,2
PGAM5,0.00688,2
OR7D2,0.00688,2
FAM199X,0.006866667,0
C1ORF21,0.006866667,0
TMEM170B,0.006866667,0
MAGEC1,0.006866667,0
ZC3H18,0.006866667,0
PURG,0.006866667,0
LIMS3,0.006866667,0
BEX1,0.006866667,2
TRIM36,0.006866667,2
STARD6,0.006866667,2
RNMTL1,0.006866667,2
MRPL21,0.006866667,2
PCNXL4,0.006866667,0
FLYWCH2,0.006866667,2
PPIL4,0.006866667,2
RBM27,0.006866667,2
CDIP1,0.006853333,2
FBXO18,0.006853333,2
ZBTB48,0.006853333,2
KIAA0922,0.00684,2
NUF2,0.00684,2
KLHL28,0.00684,2
IFNA14,0.00684,2
VPS37D,0.00684,2
OR10G7,0.006826667,2
GPATCH3,0.006826667,2
OR5B12,0.006826667,2
KRBA1,0.006826667,2
TP53TG5,0.006826667,2
PCDHA10,0.006826667,2
POLR3GL,0.006813333,2
ERGIC1,0.006813333,2
HMHB1,0.006813333,2
YJEFN3,0.0068,0
VPS37A,0.0068,2
MBTPS2,0.0068,2
BRCC3,0.0068,2
AGBL3,0.0068,2
CUL2,0.006786667,2
SHQ1,0.006786667,2
GEN1,0.006773333,2
SETD3,0.006773333,2
CMC1,0.006773333,2
CERS4,0.006773333,2
ANO7,0.006773333,2
MT1G,0.006773333,2
MRPL43,0.00676,2
OR5T1,0.00676,2
CEP89,0.006746667,2
AP5S1,0.006746667,2
TMEM138,0.006746667,2
FMO6P,0.006733333,0
FAM163A,0.006733333,0
SCGB1D2,0.006733333,0
DCAF12L2,0.006733333,0
OCIAD2,0.006733333,0
UNC80,0.006733333,2
ZMYM6NB,0.006733333,0
TIMM22,0.006733333,2
SLC35F5,0.006733333,2
FAM57A,0.006733333,2
PLCXD1,0.00672,2
TUBD1,0.00672,2
PCDHB8,0.006706667,2
LIPN,0.006706667,2
SLFN11,0.006693333,2
ZNF154,0.006693333,2
MEX3D,0.006693333,2
ZFC3H1,0.006693333,2
NDUFAF4,0.006693333,2
MTRF1,0.006693333,2
C3ORF17,0.006693333,2
COPG2,0.00668,2
ZNF687,0.00668,2
FBXO40,0.00668,2
COMMD6,0.00668,2
CDHR2,0.00668,2
AIFM3,0.00668,2
ZWILCH,0.00668,2
YAE1D1,0.00668,2
HSPA12B,0.006666667,0
ZC2HC1A,0.006666667,0
GPANK1,0.006666667,0
SAMD1,0.006666667,0
C9ORF85,0.006666667,0
SAGE1,0.006666667,0
FBXO46,0.006666667,0
KRT222,0.006666667,0
RSPH9,0.006666667,2
PHF6,0.006666667,2
MALSU1,0.006666667,2
SVIP,0.006666667,2
CBR4,0.006666667,2
SEPSECS,0.006666667,2
FOXR1,0.006666667,2
ABHD10,0.006653333,2
TTF1,0.006653333,2
RPL37A,0.006653333,2
ERCC6L2,0.006653333,2
SHPRH,0.006653333,2
SPAG11B,0.006653333,2
FUT11,0.006653333,2
ZNF566,0.006653333,2
FANCB,0.00664,2
C11ORF63,0.00664,2
BTN2A1,0.00664,2
CMTM4,0.006626667,2
ATP6AP1L,0.006626667,2
LPPR2,0.006626667,2
FANCF,0.006626667,2
IFI6,0.006613333,2
ZNF800,0.006613333,2
OR9G4,0.006613333,2
SPAG8,0.006613333,2
ELAC2,0.006613333,2
ZFYVE27,0.006613333,2
OR52B2,0.006613333,2
UGT1A4,0.006613333,2
PDE12,0.006613333,2
ZSWIM8,0.0066,0
MEX3A,0.0066,0
C8ORF76,0.0066,0
CCDC88C,0.0066,2
NOX5,0.0066,2
MAF1,0.0066,2
C5ORF48,0.0066,0
CEBPZ,0.0066,2
TMEM184C,0.0066,2
ACAD9,0.0066,2
OR2AT4,0.006586667,2
TFIP11,0.006573333,2
TAAR6,0.006573333,2
PAIP1,0.006573333,2
SLU7,0.006573333,2
FAM160A2,0.006573333,2
ZNF45,0.00656,2
PCDHA13,0.00656,2
ZRANB3,0.00656,2
OR6N2,0.006546667,2
ATG14,0.006546667,2
IL4I1,0.006546667,2
OR2B11,0.006546667,2
SPTSSB,0.006546667,2
ZC3HAV1L,0.006533333,0
MORN3,0.006533333,0
CCDC171,0.006533333,0
FBXL17,0.006533333,0
FAM153A,0.006533333,0
ATXN7L2,0.006533333,0
FRMD1,0.006533333,0
ENTPD3,0.006533333,2
CINP,0.006533333,2
MBLAC2,0.006533333,2
PVRIG,0.006533333,2
DIMT1,0.00652,2
FBXO43,0.00652,2
PCGF5,0.00652,2
OR13G1,0.00652,2
CDKN2AIP,0.00652,2
NCKAP5,0.006506667,2
SH3BP5L,0.006506667,2
PLA2G4C,0.006506667,2
EBF4,0.006506667,2
LAGE3,0.006506667,2
OR8U1,0.006493333,2
MYRIP,0.006493333,2
FUT3,0.006493333,2
SPATA31A5,0.006493333,2
NDUFAF1,0.00648,2
NOP16,0.00648,2
ZBTB8OS,0.00648,2
ZNF664,0.00648,2
LIN37,0.00648,2
WBP2NL,0.00648,2
HSCB,0.00648,2
TCEB3B,0.00648,2
TMEM174,0.006466667,0
CHKB-CPT1B,0.006466667,0
UPK3BL,0.006466667,0
NCAPD2,0.006466667,1
BBS9,0.006466667,2
RPL36AL,0.006466667,2
TTC27,0.006453333,2
ZNF81,0.006453333,2
OR8H3,0.006453333,2
TAF12,0.00644,2
GTDC2,0.00644,2
GGTLC2,0.00644,2
SNRNP48,0.00644,2
MT1F,0.00644,2
PCDHGA10,0.006426667,2
ZIM2,0.006413333,2
SETD5,0.006413333,2
STX3,0.006413333,2
ZFAND2A,0.006413333,2
GDPD3,0.006413333,2
DTWD1,0.0064,0
AHNAK2,0.0064,0
CMC2,0.0064,0
OXLD1,0.0064,0
ANKRD36,0.0064,0
FAM131C,0.0064,0
FAM193B,0.0064,0
KCNG3,0.0064,2
MMACHC,0.0064,2
ZNF12,0.0064,2
APITD1,0.0064,2
GATS,0.0064,0
RNMT,0.006386667,2
GTF2E1,0.006386667,2
PDE6H,0.006386667,2
EXOSC10,0.006386667,2
OR4K5,0.006386667,2
KBTBD4,0.006373333,2
FOPNL,0.006373333,2
DOM3Z,0.006373333,2
DNTTIP1,0.006373333,2
CHTF8,0.006373333,2
GTF2IRD2B,0.006373333,2
BOLA3,0.006373333,2
DOPEY1,0.00636,2
KIAA1147,0.00636,2
EXOSC2,0.00636,2
NT5C1A,0.00636,2
CEP19,0.006346667,2
RAVER2,0.006346667,2
SCRT2,0.006346667,2
ACBD5,0.006346667,2
PPP1R3G,0.006333333,0
DZANK1,0.006333333,0
FAM184B,0.006333333,0
BSDC1,0.006333333,0
C10ORF95,0.006333333,0
MANSC1,0.006333333,0
ANXA8L1,0.006333333,0
EML6,0.006333333,0
C5ORF45,0.006333333,2
ZNF296,0.006333333,2
OR52N2,0.006333333,2
OSGEP,0.006333333,2
FAM35A,0.006333333,0
ALYREF,0.00632,2
MLN,0.00632,2
CPPED1,0.00632,2
BTBD17,0.00632,2
LRCH3,0.00632,2
TTC5,0.00632,2
CDH18,0.00632,2
OR6F1,0.00632,2
TTPAL,0.006306667,2
FAM208A,0.006306667,2
ORC5,0.006306667,2
TCL1B,0.006306667,2
COA3,0.006293333,2
MSTO1,0.006293333,2
TMEM101,0.006293333,2
MED6,0.006293333,2
RSRC1,0.006293333,2
ZNF671,0.006293333,2
IFNA6,0.006293333,2
TMEM117,0.00628,2
TOMM7,0.00628,2
ZDHHC22,0.00628,2
WDR63,0.00628,2
ZNF420,0.00628,2
NPAP1,0.00628,2
TMLHE,0.00628,2
CEACAM5,0.00628,2
FAM182A,0.006266667,0
LGALSL,0.006266667,0
FAM163B,0.006266667,0
BRD9,0.006266667,2
METTL6,0.006266667,2
ZNF740,0.006266667,2
C1ORF177,0.006266667,2
PPCS,0.006266667,2
ZNF717,0.006266667,2
SULT2A1,0.006266667,2
OR52W1,0.006266667,2
GNLY,0.006253333,2
CEP76,0.006253333,2
HHATL,0.006253333,2
MED8,0.00624,2
FSBP,0.00624,2
TRIM41,0.00624,2
TTC30A,0.00624,2
COQ5,0.00624,2
TGFBRAP1,0.00624,2
NR2C2AP,0.00624,2
TBC1D3H,0.006226667,2
MS4A5,0.0062,0
TMEM92,0.0062,0
C1QTNF2,0.0062,2
ZBTB40,0.0062,2
POLR2H,0.0062,2
ATP6V1G1,0.0062,2
FAM179A,0.0062,0
GPR115,0.0062,2
KIR2DL2,0.0062,2
ZNF407,0.006186667,2
LCE1E,0.006186667,2
RNF217,0.006186667,2
NUDT14,0.006186667,2
HYPK,0.006186667,2
OR2T6,0.006186667,2
OR6N1,0.006173333,2
ZNF579,0.006173333,2
RGS20,0.006173333,2
MICU1,0.006173333,2
ZNF786,0.006173333,2
KIAA1456,0.006173333,2
PARN,0.00616,2
METTL14,0.00616,2
DNAAF2,0.00616,2
RFXAP,0.00616,2
USP43,0.00616,2
OR8I2,0.00616,2
CARNS1,0.006146667,2
HIST1H2BF,0.006146667,2
GEMIN6,0.006146667,2
UMPS,0.006146667,2
SLC35G2,0.006133333,0
FAM193A,0.006133333,0
RBM44,0.006133333,0
EFCAB11,0.006133333,0
CCDC144A,0.006133333,0
PPM1N,0.006133333,2
ZNF518B,0.006133333,2
OR52E2,0.006133333,2
PCDHGC3,0.006133333,2
NIF3L1,0.006133333,2
HAUS6,0.006133333,2
ZNF628,0.006133333,2
DCST1,0.00612,2
BCL9,0.006106667,2
FAM132A,0.006106667,2
AP5M1,0.006093333,2
CCDC22,0.006093333,2
OR1G1,0.006093333,2
PLA2G4E,0.006093333,2
OR5AU1,0.006093333,2
BTBD6,0.006093333,2
ZCCHC9,0.006093333,2
CNEP1R1,0.006093333,2
NMB,0.00608,2
OR2L13,0.00608,2
PDE9A,0.00608,2
MSANTD3,0.006066667,0
KPRP,0.006066667,0
ARL6IP6,0.006066667,0
KIAA1549,0.006066667,0
JAKMIP3,0.006066667,0
TIGD6,0.006066667,0
ST20,0.006066667,0
MORN5,0.006066667,0
C11ORF42,0.006066667,0
PFDN4,0.006066667,2
TRBC2,0.006066667,2
OR52N1,0.006066667,2
RGSL1,0.006066667,2
ETAA1,0.006053333,2
COPS7B,0.006053333,2
RBM15B,0.006053333,2
BRAT1,0.006053333,2
PRR7,0.00604,2
BGLAP,0.00604,2
NYAP2,0.00604,2
SFMBT1,0.00604,2
GNRH2,0.00604,2
MPV17L,0.00604,2
SYT14,0.00604,2
CCSER2,0.006026667,2
HIST3H2A,0.006026667,2
TMCC1,0.006026667,2
RIC8B,0.006026667,2
CERS6,0.006026667,2
KLHDC8B,0.006013333,2
OR9Q1,0.006013333,2
MPC2,0.006013333,2
JMJD4,0.006,0
BPIFA3,0.006,0
LARP1B,0.006,0
THSD7B,0.006,0
KRT24,0.006,2
KANSL2,0.006,2
NSUN5,0.006,2
TIMM21,0.006,2
KIAA1737,0.006,2
TGM7,0.006,2
ZNF213,0.006,2
DEPDC7,0.006,2
MRPS25,0.006,2
DUPD1,0.006,2
FN3KRP,0.005986667,2
IPP,0.005986667,2
MRPL53,0.005986667,2
DACT3,0.005973333,2
OR10K2,0.005973333,2
PAM16,0.005973333,2
DET1,0.005973333,2
CNNM2,0.005973333,2
KIAA1161,0.00596,2
SLC38A9,0.005946667,2
KRT6C,0.005946667,2
ZCCHC12,0.005946667,2
PRDM6,0.005946667,2
AKR1E2,0.005946667,2
ANO3,0.005946667,2
BPI,0.005946667,2
C1ORF216,0.005933333,0
UHRF1BP1,0.005933333,0
CCDC74A,0.005933333,0
PDZRN4,0.005933333,0
CRCP,0.005933333,2
CCDC8,0.005933333,2
CEP70,0.005933333,2
OR5T2,0.005933333,2
SLC25A29,0.00592,2
OR10Z1,0.00592,2
OR6C74,0.00592,2
HAUS8,0.00592,2
ZFP14,0.00592,2
NKAPL,0.00592,2
FKBPL,0.00592,2
OR6C2,0.005906667,2
LYRM5,0.005906667,2
OR2Z1,0.005906667,2
OR5K3,0.005906667,2
RPP30,0.005906667,2
ST8SIA6,0.005906667,2
KIAA0226,0.005893333,2
ENTPD8,0.005893333,2
SKOR1,0.005893333,2
DEDD2,0.005893333,2
ZSWIM7,0.005893333,2
GALNT12,0.005893333,2
OR5M9,0.005893333,2
DIAPH3,0.005893333,2
SAMD8,0.005893333,2
APOBEC3A,0.005893333,2
VGLL2,0.00588,2
NSMCE2,0.00588,2
HBQ1,0.00588,2
KRT9,0.00588,2
GPR111,0.00588,2
OR14C36,0.00588,2
OR1N2,0.00588,2
TRIM48,0.005866667,0
VWA5B1,0.005866667,0
GREB1L,0.005866667,0
N4BP2L1,0.005866667,0
IFNA10,0.005866667,2
MYH13,0.005866667,2
REXO4,0.005866667,2
OR4F15,0.005866667,2
NDNF,0.005866667,2
FCF1,0.005866667,2
ENPP6,0.005866667,2
IER3IP1,0.005853333,2
ATP6V1G3,0.005853333,2
TRIML1,0.005853333,2
LSM14B,0.005853333,2
PIGH,0.005853333,2
THADA,0.005853333,2
GTF2H1,0.005853333,2
NUP54,0.005853333,2
CLC,0.00584,2
METTL4,0.00584,2
ZNF117,0.00584,2
DUOXA2,0.00584,2
TRNT1,0.00584,2
L3HYPDH,0.00584,2
ZNF611,0.005826667,2
LAMB4,0.005826667,2
BPHL,0.005826667,2
RNF121,0.005826667,2
MTMR12,0.005813333,2
B3GALTL,0.005813333,2
ZNF438,0.005813333,2
GMPPB,0.005813333,2
OR51F1,0.005813333,2
OR2T8,0.005813333,2
ZNF391,0.005813333,2
ZNF8,0.005813333,2
OR5H2,0.005813333,2
ZDBF2,0.0058,0
SNTN,0.0058,0
DGKK,0.0058,2
MTHFSD,0.0058,2
TSPY8,0.0058,2
PTCD3,0.0058,2
KRT73,0.0058,2
USPL1,0.0058,2
IARS2,0.0058,2
ZDHHC6,0.0058,2
OR13D1,0.0058,2
IFT20,0.0058,2
ACOX3,0.005786667,2
N4BP2,0.005786667,2
KRT3,0.005786667,2
DENND4A,0.005786667,2
OXCT2,0.005786667,2
OR10AD1,0.005786667,2
CNTD1,0.005786667,2
RBM23,0.005786667,2
OR10G4,0.005773333,2
OVGP1,0.005773333,2
MED11,0.005773333,2
OR5B2,0.005773333,2
CD1E,0.005773333,2
TRAPPC11,0.005773333,2
ZNF563,0.005773333,2
KLHL26,0.005773333,2
HBE1,0.00576,2
CAMKMT,0.00576,2
ZDHHC1,0.00576,2
KCNT2,0.00576,2
OR5W2,0.00576,2
FAM155A,0.005746667,2
MRPL32,0.005746667,2
PCDH11X,0.005733333,2
RNF150,0.005733333,0
ZNF691,0.005733333,0
FAM214A,0.005733333,0
RDH14,0.005733333,2
ZNF598,0.005733333,2
